Bus,X,Y
mv_f0_n501,4814.76195,2251.975158
mv_f0_n502,4892.251133,2230.380583
mv_f0_n503,5967.665474,2147.737636
mv_f0_n504,5224.190283,3657.150975
mv_f0_n505,5017.865783,2184.134533
mv_f0_n506,5348.374808,3646.199915
mv_f0_n507,4719.583609,1708.945704
mv_f0_n508,5501.972064,3644.282011
mv_f0_n509,5096.779326,2158.489333
mv_f0_n510,4786.612112,1767.995809
mv_f0_n511,4864.801941,1837.046521
mv_f0_n512,5085.321018,2032.066875
mv_f0_n513,4959.720784,1921.040191
mv_f0_n514,8542.846547,3270.352622
mv_f0_n515,6066.413674,3456.341271
mv_f0_n516,3335.703211,4252.107553
mv_f0_n517,7286.541457,2776.942936
mv_f0_n518,5285.617941,2884.953314
mv_f0_n519,7271.969166,2781.928558
mv_f0_n520,7996.059807,3224.091117
mv_f0_n521,5891.623717,3567.737411
mv_f0_n522,7450.916558,2666.492705
mv_f0_n523,8590.943182,3243.331971
mv_f0_n524,8552.938162,3262.991643
mv_f0_n525,4403.266276,5752.359463
mv_f0_n526,4483.630127,5730.120435
mv_f0_n527,4469.300035,5472.139988
mv_f0_n528,4526.92027,5686.140015
mv_f0_n529,4496.07453,5551.639489
mv_f0_n530,8532.178269,3124.061856
mv_f0_n531,7169.530629,2811.344656
mv_f0_n532,2211.869303,4923.693731
mv_f0_n533,5600.897588,4127.137724
mv_f0_n534,1261.461232,6427.473904
mv_f0_n535,8012.393806,3222.98612
mv_f0_n536,1467.286918,6338.307612
mv_f0_n537,4756.083536,4426.523965
mv_f0_n538,7707.257983,3449.184385
mv_f0_n539,1365.260695,6384.600026
mv_f0_n540,6852.131988,699.0754009999996
mv_f0_n541,3229.610068,4310.258112
mv_f0_n542,5968.899535,2147.844272
mv_f0_n543,1744.359402,5989.131697
mv_f0_n544,3278.356891,4831.205401
mv_f0_n545,6100.047274,465.875244
mv_f0_n546,3337.632151,4840.182242
mv_f0_n547,4714.04187,4451.509258
mv_f0_n548,6198.039329,2610.123862
mv_f0_n549,8526.229983,3125.681488
mv_f0_n550,1509.366067,5682.087844
mv_f0_n551,5988.511866,3264.153821
mv_f0_n552,1332.362032,5716.149566
mv_f0_n553,1434.546837,5700.211338
mv_f0_n554,4263.85783,6029.574582
mv_f0_n555,4062.997218,5946.356728
mv_f0_n556,7608.345744,1968.405147
mv_f0_n557,7103.427671,1474.434463
mv_f0_n558,8164.278371,1851.052936
mv_f0_n559,7611.716343,1970.911867
mv_f0_n560,7841.764788,1904.165421
mv_f0_n561,4402.006266,5752.548008
mv_f0_n562,7522.931761,2767.617596
mv_f0_n563,6635.24884,2786.479908
mv_f0_n564,4967.58936,3622.625618
mv_f0_n565,5888.838431,3567.412866
mv_f0_n566,2896.294132,5398.45138
mv_f0_n567,2211.546371,4952.978466
mv_f0_n568,3690.642593,5116.756
mv_f0_n569,5102.580562,3685.319801
mv_f0_n570,2332.227664,4550.51543
mv_f0_n571,4757.156131,4426.429693
mv_f0_n572,2523.988523,5443.473433
mv_f0_n573,7562.855629,3408.086229
mv_f0_n574,4714.748283,4451.062623
mv_f0_n575,6681.332919,3301.494987
mv_f0_n576,7675.795212,2592.250825
mv_f0_n577,4300.219359,4489.794694
mv_f0_n578,4433.229721,5400.797373
mv_f0_n579,425.858251,5794.636797
mv_f0_n580,8232.396769,2658.697454
mv_f0_n581,2352.070661,5515.42341
mv_f0_n582,7277.744453,2780.27029
mv_f0_n583,420.134864,5800.903597
mv_f0_n584,551.599767,5782.531286
mv_f0_n585,7110.6475,3349.165943
mv_f0_n586,6922.634443,3387.286871
mv_f0_n587,7182.338329,2809.338662
mv_f0_n588,2187.32073,5282.551891
mv_f0_n589,6920.634443,3387.286871
mv_f0_n590,7070.208959,3346.458314
mv_f0_n591,6616.217807,1080.423135
mv_f0_n592,6573.926424,2746.754113
mv_f0_n593,659.424343,6501.29233
mv_f0_n594,1199.463867,6313.374506
mv_f0_n595,6248.323975,270.9535750000036
mv_f0_n596,6248.383975,268.1135750000034
mv_f0_n597,6250.918975,268.1060750000028
mv_f0_n598,6238.493975,271.0035750000029
mv_f0_n1,7682.72671,1944.419761
mv_f0_n2,5374.431357,2884.41663
mv_f0_n3,6287.220773,2696.080348
mv_f0_n4,5550.434881,2739.722314
