bus_name,phase,pp_bus_idx,vn_kv,N,MAPE_%,Max_%,MeanSigned_%
mv_f0_lv137_f0_c1,A,5779,0.7499779996773238,48,66.45180473692987,75.63744756802326,66.45180473692987
mv_f0_lv137_f0_c2,A,5781,0.7499779996773238,48,66.4262146126914,75.50425586855609,66.4262146126914
mv_f0_lv137_f0_c0,A,5777,0.7499779996773238,48,66.40447208070707,75.4009738256802,66.40447208070707
mv_f0_lv137_f0_n2,A,5780,0.7499779996773238,48,66.40262563748338,75.46156776237905,66.40262563748338
mv_f0_lv137_f0_n1,A,5778,0.7499779996773238,48,66.39514439977891,75.44802994903613,66.39514439977891
mv_f0_lv137_f0_n0,A,5776,0.7499779996773238,48,66.36971465260673,75.3744978727882,66.36971465260673
mv_f0_lv137_busbar,A,3971,0.7499779996773238,48,66.33328946585998,75.2926431637784,66.33328946585998
mv_f0_lv47_f0_c1,A,5037,0.7499779996773238,48,66.16318369751292,73.8453568117771,66.16318369751292
mv_f0_lv657_f0_c0,A,13459,0.7499779996773238,48,66.15177414967097,73.89528805647022,66.15177414967097
mv_f0_lv47_f0_n1,A,5036,0.7499779996773238,48,66.1273402058198,73.80040258975114,66.1273402058198
mv_f0_lv657_f0_c1,A,13461,0.7499779996773238,48,66.11937435158221,73.85406951607929,66.11937435158221
mv_f0_lv47_f0_c0,A,5035,0.7499779996773238,48,66.11848161056591,73.78829019174316,66.11848161056591
mv_f0_lv657_f0_n1,A,13460,0.7499779996773238,48,66.11675971636463,73.85121944981155,66.11675971636463
mv_f0_lv47_f0_n0,A,5034,0.7499779996773238,48,66.11597253408291,73.78614517226733,66.11597253408291
mv_f0_lv657_f0_n0,A,13458,0.7499779996773238,48,66.11593014835432,73.85031518260098,66.11593014835432
mv_f0_lv47_busbar,A,3881,0.7499779996773238,48,66.10381107790994,73.7712098705323,66.10381107790994
mv_f0_lv657_busbar,A,4491,0.7499779996773238,48,66.10373291874696,73.83514778348717,66.10373291874696
mv_f0_lv33_f0_c0,A,4975,0.7499779996773238,48,66.07712756349785,74.33796661055808,66.07712756349785
mv_f0_lv33_f0_n0,A,4974,0.7499779996773238,48,66.01154306032551,74.27939709934175,66.01154306032551
mv_f0_lv33_busbar,A,3867,0.7499779996773238,48,65.99075856943051,74.26082450775624,65.99075856943051
mv_f0_lv567_f0_c1,A,12581,0.7499779996773238,48,65.89466524682383,74.9370608248463,65.89466524682383
mv_f0_lv567_f0_c0,A,12579,0.7499779996773238,48,65.87563080385334,74.94587802634328,65.87563080385334
mv_f0_lv567_f0_n1,A,12580,0.7499779996773238,48,65.85539338524747,74.90294383159332,65.85539338524747
mv_f0_lv567_f0_n0,A,12578,0.7499779996773238,48,65.8429427579548,74.8921223813302,65.8429427579548
mv_f0_lv567_busbar,A,4401,0.7499779996773238,48,65.8201332769088,74.86425827628467,65.8201332769088
mv_f0_lv1_f0_c0,A,4549,0.7499779996773238,48,65.81603053300385,73.37558553771619,65.81603053300385
mv_f0_lv1_f0_c1,A,4551,0.7499779996773238,48,65.77503207588937,73.33988910707339,65.77503207588937
mv_f0_lv1_f0_n1,A,4550,0.7499779996773238,48,65.77068667827382,73.33794572518295,65.77068667827382
mv_f0_lv1_f0_n0,A,4548,0.7499779996773238,48,65.7693080890147,73.33732911385367,65.7693080890147
mv_f0_lv679_f0_c1,A,13559,0.7499779996773238,48,65.75380853231353,74.84654806183327,65.75380853231353
mv_f0_lv1_busbar,A,3835,0.7499779996773238,48,65.75312528613422,73.32457876732258,65.75312528613422
mv_f0_lv679_f0_c0,A,13557,0.7499779996773238,48,65.7085448733494,74.60039312215967,65.7085448733494
mv_f0_lv679_f0_n1,A,13558,0.7499779996773238,48,65.70621893589127,74.64987461930693,65.70621893589127
mv_f0_lv679_f0_n0,A,13556,0.7499779996773238,48,65.6911378364391,74.5875719114137,65.6911378364391
mv_f0_lv679_busbar,A,4513,0.7499779996773238,48,65.67054846913392,74.52125077414969,65.67054846913392
mv_f0_lv167_f0_c2,A,6373,0.7499779996773238,48,65.62950406127801,73.41019848265263,65.62950406127801
mv_f0_lv167_f0_c3,A,6375,0.7499779996773238,48,65.59384586078941,73.36766112570022,65.59384586078941
mv_f0_lv167_f0_n3,A,6374,0.7499779996773238,48,65.5643862127111,73.36160629293101,65.5643862127111
mv_f0_lv167_f0_n2,A,6372,0.7499779996773238,48,65.55504599470738,73.35968532910569,65.55504599470738
mv_f0_lv167_f0_c1,A,6371,0.7499779996773238,48,65.53226096728874,73.34320886736258,65.53226096728874
mv_f0_lv167_f0_n1,A,6370,0.7499779996773238,48,65.52213383016522,73.34174543669786,65.52213383016522
mv_f0_lv167_f0_c0,A,6369,0.7499779996773238,48,65.49678606166896,73.33011805673362,65.49678606166896
mv_f0_lv167_f0_n0,A,6368,0.7499779996773238,48,65.48604929139184,73.32334562764103,65.48604929139184
mv_f0_lv167_busbar,A,4001,0.7499779996773238,48,65.4466044343155,73.30280244997977,65.4466044343155
mv_f0_lv102_f0_c0,A,5499,0.7499779996773238,48,65.40816457240915,76.50736473393087,65.40816457240915
mv_f0_lv102_f0_n0,A,5498,0.7499779996773238,48,65.3721643341543,76.41317037793922,65.3721643341543
mv_f0_lv102_busbar,A,3936,0.7499779996773238,48,65.36074825636143,76.38330730630847,65.36074825636143
mv_f0_lv35_f0_c4,A,4989,0.7499779996773238,48,65.32438623796908,73.79208071598237,65.32438623796908
mv_f0_lv35_f0_c3,A,4987,0.7499779996773238,48,65.31721339592202,73.78344620944222,65.31721339592202
mv_f0_lv35_f0_n4,A,4988,0.7499779996773238,48,65.3067181734981,73.78177816641958,65.3067181734981
mv_f0_lv35_f0_n3,A,4986,0.7499779996773238,48,65.30111385126234,73.77850981290727,65.30111385126234
mv_f0_lv35_f0_c1,A,4983,0.7499779996773238,48,65.29969942829156,73.78450775743471,65.29969942829156
mv_f0_lv35_f0_c2,A,4985,0.7499779996773238,48,65.29585012256878,73.77668803348276,65.29585012256878
mv_f0_lv35_f0_n2,A,4984,0.7499779996773238,48,65.29040426601948,73.77367556841476,65.29040426601948
